config,model,phase,bootstrap_type,threshold_pct,window_type,mean_time_s,sigma_time_s,mean_slowness_sdeg,sigma_slowness_sdeg,occupancy_argmax_time_s,occupancy_argmax_slowness_sdeg,occupancy_argmax_value,weighted_median_time_s,weighted_median_slowness_sdeg,degenerate_fit,target_time_s,target_slowness_sdeg
ANMO,ak135,PKiKP,type3,70,target_box,604.275374631764,9.607150551192113,-1.7660346507128533e-21,3.1692666035860206,597.05,-3.9393939393939394,1.0,608.3,-3.333333333333333,True,633.81,-8.188
ANMO,ak135,PKiKP,type3,85,target_box,600.3881429409605,5.835885102974992,-2.7377750944677967e-18,3.13994032464566,594.25,-3.8383838383838382,0.875,601.1,-2.0202020202020208,True,633.81,-8.188
ANMO,ak135,ScS,type3,50,target_box,636.2308961750183,28.66725106459804,-8.315009694503848,1.74507877596818,596.75,-10.0,1.0,636.25,-5.05050505050505,True,636.72,-4.064
ANMO,ak135,ScS,type3,70,target_box,607.3532507135945,9.775340821447438,-0.32462587228314216,2.8243245460531616,596.75,-4.545454545454546,1.0,613.25,-3.5353535353535355,True,636.72,-4.064
ANMO,ak135,ScS,type3,85,target_box,602.5290197551495,5.2820660203647325,-1.3425932979431247e-23,2.6990769000840817,598.45,-2.6262626262626263,0.8949999809265137,603.2,-1.717171717171718,True,636.72,-4.064
ANMO,ak135,PcP_decoy-300,type3,50,target_box,538.3439185404551,28.66168929611499,-0.8838089731121831,0.5014124922824711,498.35,-10.0,1.0,538.35,-5.05050505050505,True,538.33,-6.259
ANMO,ak135,PcP_decoy-300,type3,70,target_box,548.7494534456404,22.079746132016293,-8.848575689276592,3.490117536607224,528.15,-10.0,1.0,547.25,-5.353535353535354,True,538.33,-6.259
ANMO,ak135,PcP_decoy-300,type3,85,target_box,550.8834232895307,13.975056815503892,-9.930358909980999,1.002423786861848,532.35,-10.0,0.9399999976158142,550.55,-5.454545454545455,True,538.33,-6.259
ANMO,ak135,PcP_decoy-150,type3,50,target_box,763.0583176044413,29.051155394044514,-9.44862784634549,1.5535091829875163,723.35,-10.0,1.0,763.1,-5.05050505050505,True,763.33,-6.259
ANMO,ak135,PcP_decoy-150,type3,70,target_box,736.6150359977279,10.803123769945508,-2.451888618140311,4.019124475941539,729.35,-8.282828282828284,1.0,744.85,-4.646464646464646,True,763.33,-6.259
ANMO,ak135,PcP_decoy-150,type3,85,target_box,733.7583196923092,7.454288742803154,-4.038990762778644,6.374739181977674,734.0,-5.656565656565657,0.7850000262260437,735.3,-4.545454545454546,True,763.33,-6.259
ANMO,ak135,PcP_decoy+150,type3,50,target_box,930.2386471266237,28.09344048178946,-1.4785452816904407,3.941868164056403,891.7,-10.0,1.0,930.4000000000001,-4.848484848484849,True,931.67,-6.259
ANMO,ak135,PcP_decoy+150,type3,70,target_box,917.8454494677408,20.966961139152037,-0.03494456217388566,0.2347452884118134,931.3,-10.0,1.0,918.25,-5.05050505050505,True,931.67,-6.259
ANMO,ak135,PcP_decoy+150,type3,85,target_box,909.9683453636037,15.784724212596252,-8.73415025555006,1.2830153843900527,936.2,-8.686868686868687,0.675000011920929,911.05,-5.353535353535354,True,931.67,-6.259
ANMO,ak135,PcP_decoy+300,type3,50,target_box,1081.332503709726,28.488153498824328,-7.025878896979654,2.5053808137898104,1041.7,-10.0,1.0,1081.35,-5.05050505050505,True,1081.67,-6.259
ANMO,ak135,PcP_decoy+300,type3,70,target_box,1062.795692871529,19.889902657710163,-1.2121200781819585,2.18646460705862,1042.55,-7.171717171717171,1.0,1064.95,-4.646464646464646,True,1081.67,-6.259
ANMO,ak135,PcP_decoy+300,type3,85,target_box,1050.8448196333984,8.08997546292163,-1.711592611106605e-31,110.55211496248705,1045.55,-0.10101010101010033,0.7950000166893005,1052.15,-3.8383838383838382,True,1081.67,-6.259
ANMO,ak135,PKiKP_decoy-300,type3,50,target_box,536.193135701418,28.662906189737647,-1.0296139545614675,0.4048969462746335,496.20000000000005,-10.0,1.0,536.2,-5.05050505050505,True,536.19,-8.188
ANMO,ak135,PKiKP_decoy-300,type3,70,target_box,547.7173305468059,21.823838795501082,-9.261764836636805,4.81203818696974,528.15,-10.0,1.0,546.0,-5.353535353535354,True,536.19,-8.188
ANMO,ak135,PKiKP_decoy-300,type3,85,target_box,550.7859289041471,13.754309892605669,-9.89918796535098,0.9425671754699371,532.35,-10.0,0.9399999976158142,550.35,-5.454545454545455,True,536.19,-8.188
ANMO,ak135,PKiKP_decoy-150,type3,50,target_box,760.7870814674651,29.057004270290573,-9.446865843914985,1.6425309499848058,721.2,-10.0,1.0,760.7,-5.05050505050505,True,761.19,-8.188
ANMO,ak135,PKiKP_decoy-150,type3,70,target_box,735.3972574431189,11.380304220905447,-2.8649978660075917,4.3203843198353935,721.2,-10.0,1.0,742.7,-4.646464646464646,True,761.19,-8.188
ANMO,ak135,PKiKP_decoy-150,type3,85,target_box,732.9150808126612,8.136608358126358,-4.03505817166592,6.323342898405222,734.5,-5.959595959595959,0.7549999952316284,734.3,-4.545454545454546,True,761.19,-8.188
ANMO,ak135,PKiKP_decoy+150,type3,50,target_box,932.3869847035759,28.179776057650916,-1.1495991360810234,4.1665637805941005,893.85,-10.0,1.0,932.55,-4.848484848484849,True,933.81,-8.188
ANMO,ak135,PKiKP_decoy+150,type3,70,target_box,919.2116697419458,20.48727299332097,-0.04608426851392569,0.28097268068102355,931.3,-10.0,1.0,919.7,-5.05050505050505,True,933.81,-8.188
ANMO,ak135,PKiKP_decoy+150,type3,85,target_box,911.350933665707,15.54707614309453,-8.856720447737674,1.3527800054997954,936.2,-8.080808080808081,0.699999988079071,912.15,-5.454545454545455,True,933.81,-8.188
ANMO,ak135,PKiKP_decoy+300,type3,50,target_box,1083.3635669101188,28.414247201425315,-6.991155761583323,2.543349378765469,1043.85,-10.0,1.0,1083.4,-5.05050505050505,True,1083.81,-8.188
ANMO,ak135,PKiKP_decoy+300,type3,70,target_box,1066.2357777770608,21.56061101673092,-1.1162024979323066,2.1108529549916057,1043.85,-7.474747474747475,1.0,1067.05,-4.747474747474747,True,1083.81,-8.188
ANMO,ak135,PKiKP_decoy+300,type3,85,target_box,1052.573782119382,7.6676940727459115,-1.8612347472453457e-31,11.169421991010148,1046.85,0.0,0.824999988079071,1053.95,-3.8383838383838382,True,1083.81,-8.188
ANMO,ak135,ScS_decoy-300,type3,50,target_box,533.296192376618,28.66152296599589,-7.397379567244606,195.92764138848875,493.29999999999995,-10.0,1.0,533.3,-5.05050505050505,True,533.28,-4.064
ANMO,ak135,ScS_decoy-300,type3,70,target_box,546.2348871440894,21.4577845845687,-8.965446581864889,5.942982856133891,528.15,-10.0,1.0,544.2,-5.353535353535354,True,533.28,-4.064
ANMO,ak135,ScS_decoy-300,type3,85,target_box,550.5780417398232,13.325360653173503,-9.880906455299264,0.8852522847302354,532.35,-10.0,0.9399999976158142,549.95,-5.353535353535354,True,533.28,-4.064
ANMO,ak135,ScS_decoy-150,type3,50,target_box,757.6854932047758,29.056749846910574,-9.55140410010894,1.9380265438339723,718.3,-10.0,1.0,757.5,-5.05050505050505,True,758.28,-4.064
ANMO,ak135,ScS_decoy-150,type3,70,target_box,733.7215401183497,12.099782225435721,-3.392498257575314,4.830755920095793,718.3,-10.0,1.0,739.9,-4.747474747474747,True,758.28,-4.064
ANMO,ak135,ScS_decoy-150,type3,85,target_box,731.7744953775939,9.127444205203412,-4.088530425567069,5.426471359141054,718.3,-10.0,0.7749999761581421,733.05,-4.646464646464646,True,758.28,-4.064
ANMO,ak135,ScS_decoy+150,type3,50,target_box,935.2827683372391,28.306545843292984,-0.951830633700341,4.318922369997405,896.75,-10.0,1.0,935.4000000000001,-4.94949494949495,True,936.72,-4.064
ANMO,ak135,ScS_decoy+150,type3,70,target_box,920.8970740394586,19.740418830136633,-0.020939356616328376,0.2890351304479046,931.3,-10.0,1.0,921.55,-5.05050505050505,True,936.72,-4.064
ANMO,ak135,ScS_decoy+150,type3,85,target_box,913.1351662796491,15.176070281040916,-9.00489561465687,1.485802506462907,935.45,-8.383838383838384,0.7049999833106995,913.65,-5.656565656565657,True,936.72,-4.064
ANMO,ak135,ScS_decoy+300,type3,50,target_box,1086.108967993651,28.315341785103445,-6.790922339504609,2.4671360359573518,1046.75,-10.0,1.0,1086.15,-5.05050505050505,True,1086.72,-4.064
ANMO,ak135,ScS_decoy+300,type3,70,target_box,1070.6448401816613,22.937689285804034,-1.0907132941033346,1.787759596532566,1046.75,-7.575757575757576,1.0,1070.35,-4.747474747474747,True,1086.72,-4.064
ANMO,ak135,ScS_decoy+300,type3,85,target_box,1054.9756983710386,7.1143862647579565,-1.1246423597605694e-22,5.57577251538984,1046.85,0.0,0.8500000238418579,1056.55,-3.6363636363636367,True,1086.72,-4.064
